"product_id","line_item_id","quantity","transaction_id","product_name","price","line_total"
98,5,4,217,"Moisturizer",6.5,26
154,1,1,218,"Car Seat",76.5,76.5
186,2,2,218,"Baby Lotion",9.99,19.98
93,1,3,219,"Hair Gel",17.99,53.97
82,2,1,219,"Novel",6.5,6.5
79,1,2,220,"Magazine",16.99,33.98
125,2,2,220,"Cufflinks",16.5,33
26,3,5,220,"Mouse",381,1905
177,4,3,220,"Pet Toys",48,144
129,5,5,220,"Loafers",24.99,124.95
92,1,1,221,"Moisturizer",47.79,47.79
189,2,1,221,"Diapers",6.79,6.79
134,3,2,221,"Heels",135,270
70,4,2,221,"Building Blocks",39.99,79.98
149,1,1,222,"Headlights",88,88
77,1,2,223,"Novel",17,34
184,2,4,223,"Pacifier",4.99,19.96
141,1,4,224,"Car Battery",80,320
40,2,1,224,"Coffee Table",53.5,53.5
106,3,1,224,"Tennis Racket",142.5,142.5
178,1,3,225,"Collar",9.99,29.97
137,2,1,225,"Dress Shoes",56,56
88,3,1,225,"Shaving Kit",39.99,39.99
47,1,3,226,"Toaster",105.5,316.5
167,1,3,227,"Cheese",8,24
140,2,5,227,"Heels",129,645
105,3,2,227,"Tennis Racket",68.79,137.58
37,4,3,227,"Bookshelf",143.5,430.5
197,5,3,227,"Drill",53,159
105,1,1,228,"Tennis Racket",68.79,68.79
141,2,2,228,"Car Battery",80,160
96,3,2,228,"Shaving Kit",10.99,21.98
192,1,2,229,"Baby Bottle",7,14
55,2,2,229,"Cookware",93.99,187.98
53,3,1,229,"Vacuum Cleaner",117.79,117.79
52,4,2,229,"Microwave",45,90
76,1,2,230,"Novel",29.5,59
62,2,1,230,"Building Blocks",38.99,38.99
17,1,1,231,"Tablet",457.5,457.5
195,1,1,232,"Baby Stroller",6,6
159,2,2,232,"Milk",17.5,35
131,3,1,232,"Slippers",138,138
139,4,1,232,"Slippers",149,149
174,1,4,233,"Cat Litter",22.79,91.16
84,2,1,233,"Cookbook",21.99,21.99
130,3,1,233,"Sneakers",79,79
116,4,1,233,"Cufflinks",90,90
146,1,4,234,"Car Wax",63.5,254
27,1,1,235,"TV",96.79,96.79
181,2,4,235,"Pet Toys",49,196
80,3,2,235,"Poetry Book",15.79,31.58
84,1,3,236,"Cookbook",21.99,65.97
63,2,3,236,"Puzzle",10.5,31.5
29,3,1,236,"Desk",53.99,53.99
51,1,1,237,"Vacuum Cleaner",29.79,29.79
17,2,2,237,"Tablet",457.5,915
154,3,1,237,"Car Seat",76.5,76.5
171,1,3,238,"Dog Food",30,90
3,2,1,238,"Shorts",25.99,25.99
199,3,3,238,"Extension Cord",15,45
8,1,7,239,"Shorts",11.99,83.93
123,2,2,239,"Earrings",41.99,83.98
81,3,1,239,"Poetry Book",25,25
61,1,1,240,"Lego Set",29.5,29.5
91,1,2,241,"Perfume",27.79,55.58
79,1,1,242,"Magazine",16.99,16.99
112,2,1,242,"Football",156,156
32,1,3,243,"Desk",206.5,619.5
121,2,1,243,"Charm Bracelet",83.99,83.99
188,3,1,243,"Pacifier",6.99,6.99
199,4,1,243,"Extension Cord",15,15
119,5,1,243,"Watch",118.5,118.5
122,1,1,244,"Ring",27,27
40,2,1,244,"Coffee Table",53.5,53.5
172,1,3,245,"Cat Litter",22,66
154,2,2,245,"Car Seat",76.5,153
121,3,1,245,"Charm Bracelet",83.99,83.99
133,4,1,245,"Sandals",107,107
20,1,2,246,"TV",358.99,717.98
7,2,3,246,"Scarf",52.5,157.5
127,3,2,246,"Sandals",133,266
172,1,6,247,"Cat Litter",22,132
155,2,1,247,"Eggs",18.99,18.99
77,3,5,247,"Novel",17,85
63,1,2,248,"Puzzle",10.5,21
172,2,1,248,"Cat Litter",22,22
142,3,2,248,"Engine Oil",22,44
100,1,2,249,"Soccer Ball",102,204
96,2,1,249,"Shaving Kit",10.99,10.99
101,3,2,249,"Soccer Ball",194.79,389.58
122,4,4,249,"Ring",27,108
94,1,4,250,"Conditioner",37,148
120,1,3,251,"Charm Bracelet",48.79,146.37
94,2,2,251,"Conditioner",37,74
190,1,2,252,"Pacifier",8.79,17.58
115,2,1,252,"Ankle Bracelet",136.79,136.79
27,3,1,252,"TV",96.79,96.79
51,4,2,252,"Vacuum Cleaner",29.79,59.58
199,5,1,252,"Extension Cord",15,15
68,1,1,253,"Lego Set",25.5,25.5
154,1,3,254,"Car Seat",76.5,229.5
11,1,1,255,"Jeans",98,98
132,2,1,255,"Running Shoes",117.5,117.5
153,3,2,255,"Jump Starter",26.79,53.58
65,4,1,255,"Puzzle",33.5,33.5
82,1,3,256,"Novel",6.5,19.5
188,2,1,256,"Pacifier",6.99,6.99
147,3,1,256,"Engine Oil",84.5,84.5
87,4,2,256,"Nail Polish",5,10
143,1,2,257,"Car Seat",29.99,59.98
88,2,4,257,"Shaving Kit",39.99,159.96
134,3,4,257,"Heels",135,540
47,1,4,258,"Toaster",105.5,422
87,2,1,258,"Nail Polish",5,5
84,3,2,258,"Cookbook",21.99,43.98
32,4,1,258,"Desk",206.5,206.5
107,5,1,258,"Camping Tent",164.5,164.5
20,1,4,259,"TV",358.99,1435.96
134,2,1,259,"Heels",135,135
125,3,1,259,"Cufflinks",16.5,16.5
186,1,3,260,"Baby Lotion",9.99,29.97
9,2,1,260,"Shoes",26.5,26.5
39,3,5,260,"Dresser",235,1175
102,1,4,261,"Camping Tent",146.5,586
124,1,2,262,"Pendant",94.79,189.58
114,2,4,262,"Watch",150.99,603.96
69,1,1,263,"Doll",42.79,42.79
189,2,4,263,"Diapers",6.79,27.16
32,1,1,264,"Desk",206.5,206.5
23,2,1,264,"Speaker",456.99,456.99
83,1,2,265,"Children's Book",22.99,45.98
143,2,1,265,"Car Seat",29.99,29.99
186,3,1,265,"Baby Lotion",9.99,9.99
61,4,1,265,"Lego Set",29.5,29.5
148,5,1,265,"Car Battery",86,86
134,1,1,266,"Heels",135,135
59,2,1,266,"Puzzle",7.99,7.99
95,3,1,266,"Conditioner",34.99,34.99
95,1,2,267,"Conditioner",34.99,69.98
176,2,2,267,"Dog Food",31,62
169,3,3,267,"Pet Toys",25,75
35,4,4,267,"Coffee Table",227.79,911.16
145,5,3,267,"Engine Oil",22.79,68.37
60,1,2,268,"Toy Car",22.79,45.58
1,2,1,268,"Skirt",47.79,47.79
38,3,1,268,"Wardrobe",173.99,173.99
149,4,1,268,"Headlights",88,88
127,5,6,268,"Sandals",133,798
105,1,3,269,"Tennis Racket",68.79,206.37
9,2,1,269,"Shoes",26.5,26.5
55,3,4,269,"Cookware",93.99,375.96
23,4,1,269,"Speaker",456.99,456.99
8,1,3,270,"Shorts",11.99,35.97
90,2,1,270,"Lip Balm",16.99,16.99
139,3,2,270,"Slippers",149,298
146,1,3,271,"Car Wax",63.5,190.5
85,2,1,271,"Toothpaste",5.5,5.5
90,3,2,271,"Lip Balm",16.99,33.98
90,1,5,272,"Lip Balm",16.99,84.95
181,2,2,272,"Pet Toys",49,98
189,1,1,273,"Diapers",6.79,6.79
147,2,3,273,"Engine Oil",84.5,253.5
191,3,2,273,"Baby Clothes",9,18
137,4,4,273,"Dress Shoes",56,224
96,1,2,274,"Shaving Kit",10.99,21.98
89,2,1,274,"Perfume",19.5,19.5
120,3,3,274,"Charm Bracelet",48.79,146.37
142,4,4,274,"Engine Oil",22,88
196,5,2,274,"Pacifier",10.79,21.58
87,1,2,275,"Nail Polish",5,10
192,2,1,275,"Baby Bottle",7,7
42,1,1,276,"Sofa",59.99,59.99
101,2,3,276,"Soccer Ball",194.79,584.37
170,3,1,276,"Cat Litter",21.99,21.99
133,1,3,277,"Sandals",107,321
122,2,5,277,"Ring",27,135
124,3,3,277,"Pendant",94.79,284.37
120,4,1,277,"Charm Bracelet",48.79,48.79
33,1,1,278,"Armchair",208.5,208.5
87,2,3,278,"Nail Polish",5,15
21,3,5,278,"Speaker",190,950
74,1,5,279,"Biography",24.5,122.5
90,2,3,279,"Lip Balm",16.99,50.97
87,3,1,279,"Nail Polish",5,5
196,1,1,280,"Pacifier",10.79,10.79
114,2,4,280,"Watch",150.99,603.96
16,3,3,280,"Camera",244.99,734.97
43,1,3,281,"Fridge",130.79,392.37
70,2,4,281,"Building Blocks",39.99,159.96
29,3,3,281,"Desk",53.99,161.97
87,4,5,281,"Nail Polish",5,25
10,1,8,282,"T-shirt",68.79,550.32
58,2,2,282,"Action Figure",47,94
142,1,1,283,"Engine Oil",22,22
60,2,5,283,"Toy Car",22.79,113.95
182,3,2,283,"Leash",35,70
95,4,1,283,"Conditioner",34.99,34.99
164,5,3,283,"Bread",18.99,56.97
109,1,2,284,"Camping Tent",158.79,317.58
101,1,1,285,"Soccer Ball",194.79,194.79
187,2,1,285,"Baby Clothes",5.5,5.5
46,3,1,285,"Bowl",25.5,25.5
112,1,1,286,"Football",156,156
27,2,1,286,"TV",96.79,96.79
44,3,2,286,"Fridge",136,272
17,4,1,286,"Tablet",457.5,457.5
172,5,4,286,"Cat Litter",22,88
181,1,1,287,"Pet Toys",49,49
160,2,2,287,"Banana",17,34
181,3,1,287,"Pet Toys",49,49
89,4,3,287,"Perfume",19.5,58.5
80,5,1,287,"Poetry Book",15.79,15.79
200,1,3,288,"Tool Set",51,153
22,2,2,288,"Camera",92,184
98,3,4,288,"Moisturizer",6.5,26
137,4,3,288,"Dress Shoes",56,168
164,5,1,288,"Bread",18.99,18.99
194,1,1,289,"Baby Monitor",10.5,10.5
183,2,1,289,"Pacifier",5.99,5.99
46,3,1,289,"Bowl",25.5,25.5
164,1,1,290,"Bread",18.99,18.99
135,2,2,290,"Sneakers",48.5,97
82,3,2,290,"Novel",6.5,13
54,4,4,290,"Dishwasher",56.99,227.96
186,5,2,290,"Baby Lotion",9.99,19.98
47,1,3,291,"Toaster",105.5,316.5
73,2,1,291,"Magazine",20.79,20.79
179,3,1,291,"Leash",24.79,24.79
154,4,5,291,"Car Seat",76.5,382.5
112,1,1,292,"Football",156,156
35,2,1,292,"Coffee Table",227.79,227.79
5,3,2,292,"Scarf",83.5,167
50,1,1,293,"Microwave",50.99,50.99
105,1,3,294,"Tennis Racket",68.79,206.37
66,2,5,294,"Building Blocks",32.79,163.95
196,1,3,295,"Pacifier",10.79,32.37
19,2,1,295,"Smartwatch",356.99,356.99
13,1,3,296,"Jeans",88.99,266.97
46,2,1,296,"Bowl",25.5,25.5
41,1,1,297,"Dresser",106.79,106.79
12,2,3,297,"Dress",57.99,173.97
146,3,1,297,"Car Wax",63.5,63.5
54,4,2,297,"Dishwasher",56.99,113.98
101,1,5,298,"Soccer Ball",194.79,973.95
177,1,2,299,"Pet Toys",48,96
147,2,3,299,"Engine Oil",84.5,253.5
102,3,2,299,"Camping Tent",146.5,293
178,4,1,299,"Collar",9.99,9.99
72,1,1,300,"Sci-Fi Book",27.79,27.79
108,2,2,300,"Tennis Racket",184.79,369.58
124,3,1,300,"Pendant",94.79,94.79
20,1,1,301,"TV",358.99,358.99
169,1,2,302,"Pet Toys",25,50
118,1,2,303,"Ankle Bracelet",154.5,309
15,2,3,303,"Speaker",104,312
155,3,2,303,"Eggs",18.99,37.98
150,1,1,304,"Car Seat",49.79,49.79
139,2,2,304,"Slippers",149,298
197,3,1,304,"Drill",53,53
57,4,2,304,"Puzzle",38.99,77.98
130,1,2,305,"Sneakers",79,158
4,2,4,305,"Jacket",82.99,331.96
47,3,1,305,"Toaster",105.5,105.5
198,1,1,306,"Paintbrush",76.79,76.79
93,2,1,306,"Hair Gel",17.99,17.99
95,1,2,307,"Conditioner",34.99,69.98
169,2,2,307,"Pet Toys",25,50
167,3,1,307,"Cheese",8,8
154,4,2,307,"Car Seat",76.5,153
121,5,4,307,"Charm Bracelet",83.99,335.96
38,1,2,308,"Wardrobe",173.99,347.98
75,2,3,308,"Cookbook",12,36
152,3,4,308,"Jump Starter",44.79,179.16
18,4,1,308,"Camera",415.5,415.5
168,1,3,309,"Apple",16.5,49.5
57,2,2,309,"Puzzle",38.99,77.98
125,1,4,310,"Cufflinks",16.5,66
12,2,4,310,"Dress",57.99,231.96
191,1,1,311,"Baby Clothes",9,9
112,2,1,311,"Football",156,156
157,3,1,311,"Butter",13,13
161,4,4,311,"Eggs",9.79,39.16
31,1,1,312,"Dresser",208.5,208.5
171,2,1,312,"Dog Food",30,30
127,3,2,312,"Sandals",133,266
112,4,5,312,"Football",156,780
92,1,2,313,"Moisturizer",47.79,95.58
8,1,2,314,"Shorts",11.99,23.98
173,2,1,314,"Pet Food Bowl",17.79,17.79
53,3,4,314,"Vacuum Cleaner",117.79,471.16
80,1,1,315,"Poetry Book",15.79,15.79
57,2,4,315,"Puzzle",38.99,155.96
141,3,2,315,"Car Battery",80,160
45,4,5,315,"Air Fryer",120.99,604.95
173,1,4,316,"Pet Food Bowl",17.79,71.16
116,2,1,316,"Cufflinks",90,90
14,3,1,316,"Dress",79,79
104,4,2,316,"Bicycle",183.5,367
199,1,2,317,"Extension Cord",15,30
154,2,7,317,"Car Seat",76.5,535.5
155,3,2,317,"Eggs",18.99,37.98
110,1,1,318,"Basketball",136.79,136.79
151,2,1,318,"Jump Starter",28.99,28.99
134,3,4,318,"Heels",135,540
167,4,2,318,"Cheese",8,16
132,5,2,318,"Running Shoes",117.5,235
191,1,2,319,"Baby Clothes",9,18
145,2,1,319,"Engine Oil",22.79,22.79
43,3,2,319,"Fridge",130.79,261.58
76,4,1,319,"Novel",29.5,29.5
47,1,1,320,"Toaster",105.5,105.5
58,2,3,320,"Action Figure",47,141
91,3,2,320,"Perfume",27.79,55.58
93,4,2,320,"Hair Gel",17.99,35.98
53,5,2,320,"Vacuum Cleaner",117.79,235.58
96,1,2,321,"Shaving Kit",10.99,21.98
142,1,1,322,"Engine Oil",22,22
180,2,1,322,"Pet Toys",38.99,38.99
11,1,1,323,"Jeans",98,98
67,2,2,323,"Doll",36.99,73.98
39,3,1,323,"Dresser",235,235
133,1,2,324,"Sandals",107,214
93,1,1,325,"Hair Gel",17.99,17.99
37,1,2,326,"Bookshelf",143.5,287
104,1,1,327,"Bicycle",183.5,183.5
63,1,2,328,"Puzzle",10.5,21
105,2,1,328,"Tennis Racket",68.79,68.79
49,3,3,328,"Dishwasher",89.79,269.37
66,4,2,328,"Building Blocks",32.79,65.58
80,5,1,328,"Poetry Book",15.79,15.79
54,1,1,329,"Dishwasher",56.99,56.99
20,2,6,329,"TV",358.99,2153.94
75,3,1,329,"Cookbook",12,12
16,4,2,329,"Camera",244.99,489.98
105,1,3,330,"Tennis Racket",68.79,206.37
81,2,6,330,"Poetry Book",25,150
85,3,2,330,"Toothpaste",5.5,11
106,4,2,330,"Tennis Racket",142.5,285
32,1,1,331,"Desk",206.5,206.5
67,2,1,331,"Doll",36.99,36.99
75,1,1,332,"Cookbook",12,12
86,2,4,332,"Perfume",34,136
46,3,2,332,"Bowl",25.5,51
124,1,3,333,"Pendant",94.79,284.37
44,2,1,333,"Fridge",136,136
104,3,2,333,"Bicycle",183.5,367
90,1,1,334,"Lip Balm",16.99,16.99
160,2,3,334,"Banana",17,51
132,3,2,334,"Running Shoes",117.5,235
122,4,1,334,"Ring",27,27
158,1,1,335,"Chicken",4,4
75,1,5,336,"Cookbook",12,60
99,2,1,336,"Bicycle",145.79,145.79
114,3,1,336,"Watch",150.99,150.99
170,1,1,337,"Cat Litter",21.99,21.99
7,2,1,337,"Scarf",52.5,52.5
5,3,4,337,"Scarf",83.5,334
25,1,3,338,"TV",128.79,386.37
13,2,2,338,"Jeans",88.99,177.98
24,3,5,338,"Smartphone",85,425
54,1,1,339,"Dishwasher",56.99,56.99
179,2,3,339,"Leash",24.79,74.37
130,3,5,339,"Sneakers",79,395
200,4,3,339,"Tool Set",51,153
196,1,2,340,"Pacifier",10.79,21.58
66,2,2,340,"Building Blocks",32.79,65.58
77,3,2,340,"Novel",17,34
36,4,2,340,"Chair",26.5,53
132,1,1,341,"Running Shoes",117.5,117.5
193,1,2,342,"Baby Wipes",5.5,11
1,1,4,343,"Skirt",47.79,191.16
65,2,1,343,"Puzzle",33.5,33.5
112,1,3,344,"Football",156,468
99,2,3,344,"Bicycle",145.79,437.37
45,1,3,345,"Air Fryer",120.99,362.97
102,2,1,345,"Camping Tent",146.5,146.5
61,3,2,345,"Lego Set",29.5,59
58,1,3,346,"Action Figure",47,141
91,1,2,347,"Perfume",27.79,55.58
40,2,3,347,"Coffee Table",53.5,160.5
52,3,1,347,"Microwave",45,45
184,1,1,348,"Pacifier",4.99,4.99
55,1,2,349,"Cookware",93.99,187.98
63,1,3,350,"Puzzle",10.5,31.5
39,2,2,350,"Dresser",235,470
196,3,1,350,"Pacifier",10.79,10.79
121,1,1,351,"Charm Bracelet",83.99,83.99
131,2,3,351,"Slippers",138,414
151,3,1,351,"Jump Starter",28.99,28.99
120,4,5,351,"Charm Bracelet",48.79,243.95
165,1,3,352,"Butter",8.99,26.97
50,2,3,352,"Microwave",50.99,152.97
116,3,3,352,"Cufflinks",90,270
69,4,3,352,"Doll",42.79,128.37
193,5,1,352,"Baby Wipes",5.5,5.5
12,1,1,353,"Dress",57.99,57.99
113,2,4,353,"Ring",142,568
64,3,2,353,"Puzzle",41,82
154,4,3,353,"Car Seat",76.5,229.5
125,5,2,353,"Cufflinks",16.5,33
53,1,1,354,"Vacuum Cleaner",117.79,117.79
58,2,2,354,"Action Figure",47,94
196,3,1,354,"Pacifier",10.79,10.79
199,4,6,354,"Extension Cord",15,90
104,1,1,355,"Bicycle",183.5,183.5
99,2,3,355,"Bicycle",145.79,437.37
78,3,2,355,"Novel",25.5,51
176,4,2,355,"Dog Food",31,62
185,5,1,355,"Baby Clothes",7.5,7.5
34,1,1,356,"Desk",219.5,219.5
143,1,1,357,"Car Seat",29.99,29.99
52,2,3,357,"Microwave",45,135
78,1,1,358,"Novel",25.5,25.5
150,2,1,358,"Car Seat",49.79,49.79
94,3,2,358,"Conditioner",37,74
46,4,5,358,"Bowl",25.5,127.5
144,1,1,359,"Tire",99.5,99.5
194,1,3,360,"Baby Monitor",10.5,31.5
140,2,1,360,"Heels",129,129
156,3,2,360,"Banana",20.79,41.58
90,4,3,360,"Lip Balm",16.99,50.97
148,5,1,360,"Car Battery",86,86
171,1,2,361,"Dog Food",30,60
94,2,4,361,"Conditioner",37,148
53,3,2,361,"Vacuum Cleaner",117.79,235.58
160,4,2,361,"Banana",17,34
195,1,1,362,"Baby Stroller",6,6
137,2,4,362,"Dress Shoes",56,224
168,3,1,362,"Apple",16.5,16.5
137,1,1,363,"Dress Shoes",56,56
90,2,1,363,"Lip Balm",16.99,16.99
132,1,2,364,"Running Shoes",117.5,235
85,2,3,364,"Toothpaste",5.5,16.5
121,3,1,364,"Charm Bracelet",83.99,83.99
81,4,3,364,"Poetry Book",25,75
109,1,1,365,"Camping Tent",158.79,158.79
196,2,4,365,"Pacifier",10.79,43.16
120,3,1,365,"Charm Bracelet",48.79,48.79
17,1,4,366,"Tablet",457.5,1830
13,2,1,366,"Jeans",88.99,88.99
22,3,1,366,"Camera",92,92
171,4,1,366,"Dog Food",30,30
78,5,2,366,"Novel",25.5,51
162,1,3,367,"Eggs",2.5,7.5
85,2,4,367,"Toothpaste",5.5,22
73,1,1,368,"Magazine",20.79,20.79
115,2,1,368,"Ankle Bracelet",136.79,136.79
20,3,1,368,"TV",358.99,358.99
27,4,1,368,"TV",96.79,96.79
29,5,1,368,"Desk",53.99,53.99
34,1,2,369,"Desk",219.5,439
33,2,1,369,"Armchair",208.5,208.5
196,1,6,370,"Pacifier",10.79,64.74
140,2,1,370,"Heels",129,129
193,3,3,370,"Baby Wipes",5.5,16.5
180,4,3,370,"Pet Toys",38.99,116.97
138,1,1,371,"Slippers",85.5,85.5
30,2,3,371,"Coffee Table",225.5,676.5
5,3,1,371,"Scarf",83.5,83.5
180,1,3,372,"Pet Toys",38.99,116.97
96,2,2,372,"Shaving Kit",10.99,21.98
107,1,2,373,"Camping Tent",164.5,329
86,2,1,373,"Perfume",34,34
99,3,2,373,"Bicycle",145.79,291.58
13,4,1,373,"Jeans",88.99,88.99
123,5,1,373,"Earrings",41.99,41.99
198,1,2,374,"Paintbrush",76.79,153.58
102,2,4,374,"Camping Tent",146.5,586
162,3,1,374,"Eggs",2.5,2.5
193,4,3,374,"Baby Wipes",5.5,16.5
57,1,2,375,"Puzzle",38.99,77.98
168,2,2,375,"Apple",16.5,33
122,1,3,376,"Ring",27,81
184,2,6,376,"Pacifier",4.99,29.94
176,1,1,377,"Dog Food",31,31
73,2,2,377,"Magazine",20.79,41.58
14,3,3,377,"Dress",79,237
79,1,3,378,"Magazine",16.99,50.97
84,2,2,378,"Cookbook",21.99,43.98
97,1,1,379,"Toothpaste",6,6
111,1,3,380,"Sleeping Bag",46.79,140.37
186,2,1,380,"Baby Lotion",9.99,9.99
156,3,1,380,"Banana",20.79,20.79
129,4,1,380,"Loafers",24.99,24.99
69,5,1,380,"Doll",42.79,42.79
163,1,3,381,"Chicken",16.99,50.97
37,2,4,381,"Bookshelf",143.5,574
197,3,2,381,"Drill",53,106
132,4,1,381,"Running Shoes",117.5,117.5
152,1,2,382,"Jump Starter",44.79,89.58
174,2,1,382,"Cat Litter",22.79,22.79
88,3,1,382,"Shaving Kit",39.99,39.99
169,4,2,382,"Pet Toys",25,50
12,1,1,383,"Dress",57.99,57.99
181,2,1,383,"Pet Toys",49,49
39,3,2,383,"Dresser",235,470
193,4,3,383,"Baby Wipes",5.5,16.5
62,1,3,384,"Building Blocks",38.99,116.97
141,2,3,384,"Car Battery",80,240
42,1,3,385,"Sofa",59.99,179.97
81,2,2,385,"Poetry Book",25,50
57,3,3,385,"Puzzle",38.99,116.97
122,1,1,386,"Ring",27,27
133,2,2,386,"Sandals",107,214
136,3,1,386,"Sneakers",120.5,120.5
143,1,2,387,"Car Seat",29.99,59.98
108,2,3,387,"Tennis Racket",184.79,554.37
150,3,4,387,"Car Seat",49.79,199.16
165,4,3,387,"Butter",8.99,26.97
174,1,3,388,"Cat Litter",22.79,68.37
47,2,1,388,"Toaster",105.5,105.5
142,3,2,388,"Engine Oil",22,44
161,4,1,388,"Eggs",9.79,9.79
88,5,2,388,"Shaving Kit",39.99,79.98
194,1,1,389,"Baby Monitor",10.5,10.5
60,1,1,390,"Toy Car",22.79,22.79
106,2,1,390,"Tennis Racket",142.5,142.5
85,3,3,390,"Toothpaste",5.5,16.5
144,4,2,390,"Tire",99.5,199
31,5,3,390,"Dresser",208.5,625.5
200,1,3,391,"Tool Set",51,153
69,2,1,391,"Doll",42.79,42.79
77,3,1,391,"Novel",17,17
138,1,3,392,"Slippers",85.5,256.5
100,1,1,393,"Soccer Ball",102,102
69,2,2,393,"Doll",42.79,85.58
28,3,2,393,"Laptop",181.5,363
131,4,1,393,"Slippers",138,138
42,5,3,393,"Sofa",59.99,179.97
37,1,1,394,"Bookshelf",143.5,143.5
19,2,1,394,"Smartwatch",356.99,356.99
105,1,1,395,"Tennis Racket",68.79,68.79
133,2,4,395,"Sandals",107,428
33,3,1,395,"Armchair",208.5,208.5
159,4,3,395,"Milk",17.5,52.5
29,1,1,396,"Desk",53.99,53.99
132,1,2,397,"Running Shoes",117.5,235
69,2,1,397,"Doll",42.79,42.79
106,3,3,397,"Tennis Racket",142.5,427.5
122,1,2,398,"Ring",27,54
57,2,2,398,"Puzzle",38.99,77.98
113,3,4,398,"Ring",142,568
132,4,1,398,"Running Shoes",117.5,117.5
91,5,3,398,"Perfume",27.79,83.37
166,1,1,399,"Banana",15.5,15.5
190,2,3,399,"Pacifier",8.79,26.37
34,1,1,400,"Desk",219.5,219.5
55,2,1,400,"Cookware",93.99,93.99
22,3,2,400,"Camera",92,184
128,1,5,401,"Boots",56.99,284.95
134,2,1,401,"Heels",135,135
19,3,1,401,"Smartwatch",356.99,356.99
57,4,3,401,"Puzzle",38.99,116.97
76,1,3,402,"Novel",29.5,88.5
137,2,2,402,"Dress Shoes",56,112
96,3,2,402,"Shaving Kit",10.99,21.98
31,4,1,402,"Dresser",208.5,208.5
128,5,1,402,"Boots",56.99,56.99
46,1,2,403,"Bowl",25.5,51
28,2,3,403,"Laptop",181.5,544.5
182,1,2,404,"Leash",35,70
49,2,2,404,"Dishwasher",89.79,179.58
89,1,2,405,"Perfume",19.5,39
52,2,2,405,"Microwave",45,90
113,3,4,405,"Ring",142,568
89,4,1,405,"Perfume",19.5,19.5
108,1,3,406,"Tennis Racket",184.79,554.37
135,2,1,406,"Sneakers",48.5,48.5
54,1,1,407,"Dishwasher",56.99,56.99
182,2,3,407,"Leash",35,105
97,3,2,407,"Toothpaste",6,12
15,4,3,407,"Speaker",104,312
84,1,3,408,"Cookbook",21.99,65.97
148,2,1,408,"Car Battery",86,86
106,1,2,409,"Tennis Racket",142.5,285
1,1,1,410,"Skirt",47.79,47.79
144,1,1,411,"Tire",99.5,99.5
190,2,1,411,"Pacifier",8.79,8.79
96,3,1,411,"Shaving Kit",10.99,10.99
188,4,3,411,"Pacifier",6.99,20.97
73,1,1,412,"Magazine",20.79,20.79
76,2,2,412,"Novel",29.5,59
99,3,1,412,"Bicycle",145.79,145.79
186,4,1,412,"Baby Lotion",9.99,9.99
3,5,4,412,"Shorts",25.99,103.96
70,1,2,413,"Building Blocks",39.99,79.98
85,2,2,413,"Toothpaste",5.5,11
98,3,2,413,"Moisturizer",6.5,13
31,4,3,413,"Dresser",208.5,625.5
105,1,1,414,"Tennis Racket",68.79,68.79
88,2,4,414,"Shaving Kit",39.99,159.96
143,3,5,414,"Car Seat",29.99,149.95
54,4,1,414,"Dishwasher",56.99,56.99
65,5,2,414,"Puzzle",33.5,67
33,1,2,415,"Armchair",208.5,417
171,2,4,415,"Dog Food",30,120
151,1,4,416,"Jump Starter",28.99,115.96
6,2,2,416,"Sweater",98.5,197
118,3,1,416,"Ankle Bracelet",154.5,154.5
9,4,2,416,"Shoes",26.5,53
13,1,3,417,"Jeans",88.99,266.97
192,2,7,417,"Baby Bottle",7,49
173,3,3,417,"Pet Food Bowl",17.79,53.37
105,4,2,417,"Tennis Racket",68.79,137.58
168,5,4,417,"Apple",16.5,66
40,1,1,418,"Coffee Table",53.5,53.5
141,1,1,419,"Car Battery",80,80
9,2,2,419,"Shoes",26.5,53
184,3,1,419,"Pacifier",4.99,4.99
197,4,1,419,"Drill",53,53
164,5,2,419,"Bread",18.99,37.98
22,1,1,420,"Camera",92,92
1,2,1,420,"Skirt",47.79,47.79
77,1,5,421,"Novel",17,85
74,2,2,421,"Biography",24.5,49
4,3,1,421,"Jacket",82.99,82.99
92,1,1,422,"Moisturizer",47.79,47.79
103,2,1,422,"Football",163.79,163.79
177,3,1,422,"Pet Toys",48,48
25,1,1,423,"TV",128.79,128.79
195,2,2,423,"Baby Stroller",6,12
25,3,1,423,"TV",128.79,128.79
24,1,1,424,"Smartphone",85,85
57,2,1,424,"Puzzle",38.99,38.99
148,3,1,424,"Car Battery",86,86
51,1,2,425,"Vacuum Cleaner",29.79,59.58
52,2,3,425,"Microwave",45,135
30,3,4,425,"Coffee Table",225.5,902
88,4,2,425,"Shaving Kit",39.99,79.98
6,1,3,426,"Sweater",98.5,295.5
182,2,1,426,"Leash",35,35
60,3,5,426,"Toy Car",22.79,113.95
64,4,3,426,"Puzzle",41,123
25,1,2,427,"TV",128.79,257.58
94,1,3,428,"Conditioner",37,111
78,1,1,429,"Novel",25.5,25.5
17,2,5,429,"Tablet",457.5,2287.5
187,1,1,430,"Baby Clothes",5.5,5.5
119,2,3,430,"Watch",118.5,355.5
16,3,1,430,"Camera",244.99,244.99
170,4,1,430,"Cat Litter",21.99,21.99
124,1,6,431,"Pendant",94.79,568.74
90,2,1,431,"Lip Balm",16.99,16.99
162,3,1,431,"Eggs",2.5,2.5
175,4,1,431,"Dog Food",27.99,27.99
188,1,1,432,"Pacifier",6.99,6.99
