"transaction_id","customer_id","store","date","subtotal","discount","discount_amount","tax","total_amount"
384,385,"Houston",2024-02-20,649.48,"none",0,51.96,701.44
385,269,"Fort Worth",2024-02-08,101.29,"sale",10.13,8.1,99.26
386,457,"Houston",2024-03-05,53.99,"none",0,4.32,58.31
387,93,"Dallas",2024-12-17,266.79,"loyalty",26.68,21.34,261.45
388,142,"Fort Worth",2024-03-12,209,"coupon",20.9,16.72,204.82
389,48,"Houston",2024-05-01,329.99,"none",0,26.4,356.39
390,106,"Dallas",2024-09-10,355.93,"coupon",35.59,28.47,348.81
391,489,"Fort Worth",2024-09-10,391.05,"loyalty",39.11,31.28,383.22
392,149,"San Antonio",2024-04-14,376.93,"none",0,30.15,407.08
393,363,"Austin",2024-04-19,50,"none",0,4,54
394,393,"Dallas",2024-06-06,616.22,"loyalty",61.62,49.3,603.9
395,53,"Austin",2024-05-20,94.95,"sale",9.49,7.6,93.06
396,120,"Fort Worth",2024-11-27,744.48,"sale",74.45,59.56,729.59
397,136,"San Antonio",2024-07-14,27.79,"none",0,2.22,30.01
398,51,"Austin",2024-08-10,107,"loyalty",10.7,8.56,104.86
399,59,"Houston",2024-07-03,1078,"coupon",107.8,86.24,1056.44
400,496,"Dallas",2024-07-03,1191.29,"sale",119.13,95.3,1167.46
401,494,"Dallas",2024-06-04,567.45,"coupon",56.75,45.4,556.1
402,69,"Dallas",2024-03-20,516,"coupon",51.6,41.28,505.68
403,453,"Houston",2024-04-26,573.64,"none",0,45.89,619.53
404,289,"Austin",2024-03-29,712.57,"sale",71.26,57.01,698.32
405,198,"Dallas",2024-01-01,142.5,"sale",14.25,11.4,139.65
406,225,"San Antonio",2024-03-22,250.77,"none",0,20.06,270.83
407,354,"Austin",2024-12-20,164.49,"none",0,13.16,177.65
408,42,"Fort Worth",2024-06-07,439.5,"coupon",43.95,35.16,430.71
409,170,"Houston",2024-12-18,56.99,"coupon",5.7,4.56,55.85
410,341,"Fort Worth",2024-04-03,69.95,"loyalty",7,5.6,68.55
411,159,"San Antonio",2024-02-19,90.08,"sale",9.01,7.21,88.28
412,416,"Fort Worth",2024-07-24,77.58,"coupon",7.76,6.21,76.03
413,108,"San Antonio",2024-06-07,480.37,"none",0,38.43,518.8
414,249,"Houston",2024-11-11,305.98,"none",0,24.48,330.46
415,139,"Houston",2024-12-01,491.26,"sale",49.13,39.3,481.43
416,97,"San Antonio",2024-08-14,514.75,"none",0,41.18,555.93
417,476,"Austin",2024-11-03,338.91,"none",0,27.11,366.02
418,161,"Dallas",2024-04-15,744.58,"loyalty",74.46,59.57,729.69
419,240,"San Antonio",2024-11-25,481.97,"coupon",48.2,38.56,472.33
420,14,"Dallas",2024-02-21,239.86,"none",0,19.19,259.05
421,274,"Fort Worth",2024-02-21,355.29,"loyalty",35.53,28.42,348.18
422,323,"Austin",2024-07-31,426,"sale",42.6,34.08,417.48
423,299,"Austin",2024-12-30,738.5,"none",0,59.08,797.58
424,161,"Fort Worth",2024-07-14,834.56,"none",0,66.76,901.32
425,446,"Austin",2024-02-17,45,"coupon",4.5,3.6,44.1
426,314,"Houston",2024-03-05,130.45,"loyalty",13.04,10.44,127.85
427,152,"Austin",2024-10-10,122.79,"none",0,9.82,132.61
428,195,"Fort Worth",2024-08-26,13,"sale",1.3,1.04,12.74
429,81,"Fort Worth",2024-07-22,197.27,"loyalty",19.73,15.78,193.32
430,432,"Austin",2024-09-29,349.79,"coupon",34.98,27.98,342.79
431,477,"Fort Worth",2024-05-05,141,"coupon",14.1,11.28,138.18
432,282,"Dallas",2024-05-23,361.5,"none",0,28.92,390.42
433,165,"San Antonio",2024-05-08,512.29,"none",0,40.98,553.27
434,499,"Fort Worth",2024-08-15,138,"coupon",13.8,11.04,135.24
435,118,"Dallas",2024-02-28,211,"none",0,16.88,227.88
436,307,"Dallas",2024-03-31,229.5,"loyalty",22.95,18.36,224.91
437,55,"San Antonio",2024-12-12,93.29,"none",0,7.46,100.75
438,244,"Fort Worth",2024-12-27,2774.94,"coupon",277.49,222,2719.45
439,50,"San Antonio",2024-07-15,376.98,"none",0,30.16,407.14
440,81,"Austin",2024-01-17,293,"coupon",29.3,23.44,287.14
441,142,"Houston",2024-08-08,32.79,"coupon",3.28,2.62,32.13
442,292,"San Antonio",2024-09-21,621.5,"none",0,49.72,671.22
443,366,"Houston",2024-08-01,180,"none",0,14.4,194.4
444,83,"Austin",2024-07-11,481.5,"none",0,38.52,520.02
445,434,"San Antonio",2024-05-09,770.93,"none",0,61.67,832.6
446,355,"San Antonio",2024-01-30,261.5,"sale",26.15,20.92,256.27
447,381,"Houston",2024-02-16,428.5,"none",0,34.28,462.78
448,74,"Austin",2024-05-13,99.5,"none",0,7.96,107.46
449,180,"Austin",2024-08-07,227.79,"none",0,18.22,246.01
450,337,"Dallas",2024-03-28,409.99,"loyalty",41,32.8,401.79
451,262,"Austin",2024-01-07,392.37,"sale",39.24,31.39,384.52
452,175,"San Antonio",2024-04-23,512.93,"none",0,41.03,553.96
453,121,"San Antonio",2024-01-29,33,"none",0,2.64,35.64
454,30,"Houston",2024-04-01,759.94,"coupon",75.99,60.8,744.75
455,119,"Austin",2024-02-21,747.93,"sale",74.79,59.83,732.97
456,446,"San Antonio",2024-05-15,29.5,"sale",2.95,2.36,28.91
457,406,"Dallas",2024-02-21,1501.61,"coupon",150.16,120.13,1471.58
458,374,"San Antonio",2024-07-26,315.95,"none",0,25.28,341.23
459,78,"Fort Worth",2024-07-17,641,"coupon",64.1,51.28,628.18
460,63,"Houston",2024-02-29,88.98,"loyalty",8.9,7.12,87.2
461,488,"Fort Worth",2024-12-11,133.5,"none",0,10.68,144.18
462,219,"San Antonio",2024-08-17,155.96,"coupon",15.6,12.48,152.84
463,233,"Fort Worth",2024-01-24,23.96,"sale",2.4,1.92,23.48
464,83,"Houston",2024-03-07,783.79,"none",0,62.7,846.49
465,293,"Houston",2024-09-01,602.57,"loyalty",60.26,48.21,590.52
466,136,"Fort Worth",2024-11-27,1355.73,"none",0,108.46,1464.19
467,116,"Fort Worth",2024-10-25,43.98,"none",0,3.52,47.5
468,346,"Houston",2024-06-10,154.5,"none",0,12.36,166.86
469,142,"Austin",2024-02-28,42.58,"loyalty",4.26,3.41,41.73
470,406,"Austin",2024-03-01,477.5,"none",0,38.2,515.7
471,47,"San Antonio",2024-06-24,124.29,"none",0,9.94,134.23
472,412,"Houston",2024-05-24,307.64,"none",0,24.61,332.25
473,214,"San Antonio",2024-10-17,200.5,"none",0,16.04,216.54
474,378,"Dallas",2024-10-08,568.94,"loyalty",56.89,45.52,557.57
475,332,"Austin",2024-05-26,868.55,"none",0,69.48,938.03
476,223,"San Antonio",2024-08-18,1133.49,"loyalty",113.35,90.68,1110.82
477,314,"Austin",2024-05-31,602.87,"coupon",60.29,48.23,590.81
478,1,"Fort Worth",2024-05-13,339.05,"none",0,27.12,366.17
479,109,"Fort Worth",2024-08-15,68.37,"sale",6.84,5.47,67
480,353,"Fort Worth",2024-12-15,218.94,"none",0,17.52,236.46
481,108,"San Antonio",2024-06-23,432.79,"none",0,34.62,467.41
482,407,"Houston",2024-08-15,158.5,"none",0,12.68,171.18
483,154,"Fort Worth",2024-04-15,550.79,"coupon",55.08,44.06,539.77
484,344,"Fort Worth",2024-05-29,595.5,"none",0,47.64,643.14
485,467,"Fort Worth",2024-06-11,452.28,"sale",45.23,36.18,443.23
486,58,"Houston",2024-04-13,206.29,"none",0,16.5,222.79
487,64,"San Antonio",2024-12-21,738.29,"none",0,59.06,797.35
488,340,"Austin",2024-11-19,100.77,"coupon",10.08,8.06,98.75
489,215,"Austin",2024-10-23,705.63,"none",0,56.45,762.08
490,418,"Fort Worth",2024-09-16,228.5,"coupon",22.85,18.28,223.93
491,486,"Houston",2024-03-06,397.47,"coupon",39.75,31.8,389.52
492,36,"Houston",2024-01-24,329.16,"none",0,26.33,355.49
493,230,"Fort Worth",2024-02-09,979.55,"loyalty",97.96,78.36,959.95
494,351,"San Antonio",2024-11-06,218.16,"sale",21.82,17.45,213.79
495,44,"Dallas",2024-05-11,970.49,"coupon",97.05,77.64,951.08
496,497,"Fort Worth",2024-10-14,163.77,"sale",16.38,13.1,160.49
497,127,"Fort Worth",2024-11-28,368.57,"sale",36.86,29.49,361.2
498,25,"Dallas",2024-08-19,35,"none",0,2.8,37.8
499,344,"San Antonio",2024-08-13,411.5,"coupon",41.15,32.92,403.27
500,394,"Austin",2024-01-25,323.29,"none",0,25.86,349.15
501,177,"Fort Worth",2024-03-29,148,"sale",14.8,11.84,145.04
502,184,"Fort Worth",2024-05-30,249.58,"coupon",24.96,19.97,244.59
503,144,"Austin",2024-10-23,75,"coupon",7.5,6,73.5
504,40,"Dallas",2024-05-18,110.98,"none",0,8.88,119.86
505,183,"San Antonio",2024-06-12,78.5,"coupon",7.85,6.28,76.93
506,90,"Austin",2024-07-27,262.47,"loyalty",26.25,21,257.22
507,269,"Austin",2024-02-18,167.77,"coupon",16.78,13.42,164.41
508,252,"Austin",2024-01-05,1025.08,"coupon",102.51,82.01,1004.58
509,473,"Austin",2024-09-05,601.49,"sale",60.15,48.12,589.46
510,171,"Austin",2024-11-01,94,"loyalty",9.4,7.52,92.12
511,233,"Austin",2024-12-08,107.98,"none",0,8.64,116.62
512,42,"Fort Worth",2024-01-22,416.08,"none",0,33.29,449.37
513,431,"Fort Worth",2024-09-01,694.49,"none",0,55.56,750.05
514,198,"Dallas",2024-05-21,848.47,"none",0,67.88,916.35
515,368,"Austin",2024-07-29,424.53,"coupon",42.45,33.96,416.04
516,86,"Austin",2024-02-20,1273.12,"coupon",127.31,101.85,1247.66
517,228,"Houston",2024-04-03,663.49,"loyalty",66.35,53.08,650.22
518,386,"Dallas",2024-04-24,936.7,"coupon",93.67,74.94,917.97
519,32,"Austin",2024-09-18,542.79,"loyalty",54.28,43.42,531.93
520,408,"Houston",2024-03-10,471.29,"none",0,37.7,508.99
521,151,"San Antonio",2024-02-22,71.15,"coupon",7.11,5.69,69.73
522,183,"Houston",2024-07-29,859.29,"coupon",85.93,68.74,842.1
523,157,"San Antonio",2024-01-18,864.58,"coupon",86.46,69.17,847.29
524,19,"Austin",2024-06-08,26.5,"none",0,2.12,28.62
525,260,"San Antonio",2024-06-25,58.5,"none",0,4.68,63.18
526,340,"Houston",2024-06-19,392.47,"sale",39.25,31.4,384.62
527,452,"Houston",2024-06-26,443.35,"none",0,35.47,478.82
528,13,"Austin",2024-09-26,351.35,"none",0,28.11,379.46
529,495,"San Antonio",2024-12-28,225.46,"loyalty",22.55,18.04,220.95
530,152,"Dallas",2024-11-03,782.93,"sale",78.29,62.63,767.27
531,470,"Fort Worth",2024-02-10,245,"sale",24.5,19.6,240.1
532,344,"San Antonio",2024-11-11,64.98,"loyalty",6.5,5.2,63.68
533,224,"Fort Worth",2024-07-26,180,"coupon",18,14.4,176.4
534,409,"Austin",2024-09-07,107,"loyalty",10.7,8.56,104.86
535,20,"Austin",2024-10-15,730.46,"sale",73.05,58.44,715.85
536,370,"Dallas",2024-05-27,53.99,"none",0,4.32,58.31
537,175,"Dallas",2024-11-08,55.98,"loyalty",5.6,4.48,54.86
538,415,"Dallas",2024-03-10,11.99,"coupon",1.2,0.96,11.75
539,268,"Fort Worth",2024-06-30,1144.87,"sale",114.49,91.59,1121.97
540,138,"Austin",2024-02-13,1400.5,"sale",140.05,112.04,1372.49
541,401,"Houston",2024-03-24,192.91,"sale",19.29,15.43,189.05
542,46,"San Antonio",2024-11-27,54,"none",0,4.32,58.32
543,417,"Dallas",2024-06-22,210.29,"coupon",21.03,16.82,206.08
544,139,"Austin",2024-07-16,159.96,"coupon",16,12.8,156.76
545,377,"San Antonio",2024-12-22,330.06,"coupon",33.01,26.4,323.45
546,483,"Dallas",2024-12-21,699.99,"sale",70,56,685.99
547,41,"Houston",2024-09-07,214.98,"none",0,17.2,232.18
548,428,"Austin",2024-10-12,177.99,"sale",17.8,14.24,174.43
549,402,"San Antonio",2024-01-08,7.5,"loyalty",0.75,0.6,7.35
550,193,"Fort Worth",2024-09-23,94.48,"none",0,7.56,102.04
551,164,"Fort Worth",2024-12-03,275,"loyalty",27.5,22,269.5
552,103,"Houston",2024-06-10,689.58,"none",0,55.17,744.75
553,285,"Austin",2024-09-15,183.58,"loyalty",18.36,14.69,179.91
554,445,"Dallas",2024-10-25,406.32,"loyalty",40.63,32.51,398.2
555,265,"Dallas",2024-06-27,127,"sale",12.7,10.16,124.46
556,294,"Dallas",2024-11-04,831.14,"loyalty",83.11,66.49,814.52
557,333,"San Antonio",2024-06-29,182.5,"loyalty",18.25,14.6,178.85
558,265,"Dallas",2024-01-07,144,"none",0,11.52,155.52
559,255,"Dallas",2024-06-10,1542.66,"loyalty",154.27,123.41,1511.8
560,9,"Fort Worth",2024-06-23,670.73,"none",0,53.66,724.39
561,24,"San Antonio",2024-08-08,683.29,"none",0,54.66,737.95
562,465,"Dallas",2024-06-11,670.87,"sale",67.09,53.67,657.45
563,385,"Fort Worth",2024-04-22,297.96,"loyalty",29.8,23.84,292
564,101,"Dallas",2024-09-03,1277.87,"loyalty",127.79,102.23,1252.31
565,326,"Austin",2024-08-10,19.5,"loyalty",1.95,1.56,19.11
566,327,"Houston",2024-12-22,191.5,"sale",19.15,15.32,187.67
567,198,"Houston",2024-03-05,130.29,"none",0,10.42,140.71
568,407,"Fort Worth",2024-12-22,281.97,"none",0,22.56,304.53
569,274,"Houston",2024-07-31,239.27,"none",0,19.14,258.41
570,443,"Fort Worth",2024-09-27,459.98,"sale",46,36.8,450.78
571,277,"Dallas",2024-11-12,51,"loyalty",5.1,4.08,49.98
572,454,"Houston",2024-08-24,514.99,"loyalty",51.5,41.2,504.69
573,294,"San Antonio",2024-09-11,122.5,"none",0,9.8,132.3
574,212,"Dallas",2024-12-30,153.48,"loyalty",15.35,12.28,150.41
575,475,"Houston",2024-11-06,186.45,"none",0,14.92,201.37
576,355,"San Antonio",2024-10-07,45.98,"none",0,3.68,49.66
577,207,"Houston",2024-02-20,238.77,"none",0,19.1,257.87
578,10,"Austin",2024-02-04,1436.45,"none",0,114.92,1551.37
579,284,"Dallas",2024-07-09,1660.08,"none",0,132.81,1792.89
580,246,"Austin",2024-03-11,170,"coupon",17,13.6,166.6
581,440,"San Antonio",2024-09-24,286.27,"coupon",28.63,22.9,280.54
582,407,"Houston",2024-06-30,913.98,"none",0,73.12,987.1
583,428,"Houston",2024-02-22,163.05,"sale",16.31,13.04,159.78
584,184,"Houston",2024-11-03,1115.72,"none",0,89.26,1204.98
585,437,"Fort Worth",2024-12-10,93.98,"loyalty",9.4,7.52,92.1
586,76,"San Antonio",2024-04-11,178.47,"loyalty",17.85,14.28,174.9
587,141,"San Antonio",2024-02-25,528.96,"sale",52.9,42.32,518.38
588,334,"Dallas",2024-09-15,334.79,"sale",33.48,26.78,328.09
589,489,"Austin",2024-07-25,196.49,"loyalty",19.65,15.72,192.56
590,292,"Dallas",2024-02-03,987.85,"none",0,79.03,1066.88
591,264,"San Antonio",2024-07-24,123,"loyalty",12.3,9.84,120.54
592,31,"Fort Worth",2024-08-13,737.5,"coupon",73.75,59,722.75
593,485,"San Antonio",2024-07-19,899.28,"coupon",89.93,71.94,881.29
594,61,"Austin",2024-05-24,10.5,"none",0,0.84,11.34
595,45,"Dallas",2024-06-01,339.53,"none",0,27.16,366.69
596,441,"Houston",2024-11-27,587.95,"sale",58.8,47.04,576.19
597,255,"Austin",2024-09-03,136.87,"loyalty",13.69,10.95,134.13
598,169,"Houston",2024-12-15,1091.42,"coupon",109.14,87.31,1069.59
599,448,"San Antonio",2024-02-25,13.5,"sale",1.35,1.08,13.23
600,16,"Dallas",2024-07-23,117.37,"none",0,9.39,126.76
601,119,"San Antonio",2024-02-06,334.87,"none",0,26.79,361.66
602,344,"Houston",2024-08-16,1219.87,"coupon",121.99,97.59,1195.47
603,113,"Dallas",2024-04-03,201.46,"none",0,16.12,217.58
604,160,"Fort Worth",2024-06-24,381.43,"sale",38.14,30.51,373.8
605,87,"Fort Worth",2024-06-23,917,"none",0,73.36,990.36
606,401,"Houston",2024-10-30,264,"none",0,21.12,285.12
607,74,"Fort Worth",2024-11-23,324.43,"coupon",32.44,25.95,317.94
608,412,"Houston",2024-07-30,837.52,"none",0,67,904.52
609,166,"San Antonio",2024-12-11,155,"coupon",15.5,12.4,151.9
610,188,"Austin",2024-04-16,292.47,"loyalty",29.25,23.4,286.62
611,315,"Austin",2024-08-16,389.99,"coupon",39,31.2,382.19
612,49,"San Antonio",2024-08-14,612.98,"none",0,49.04,662.02
613,11,"Austin",2024-08-25,1206.35,"none",0,96.51,1302.86
614,497,"Fort Worth",2024-03-26,843.98,"loyalty",84.4,67.52,827.1
615,292,"Fort Worth",2024-05-27,705.29,"loyalty",70.53,56.42,691.18
616,391,"Dallas",2024-03-03,494.41,"coupon",49.44,39.55,484.52
617,446,"San Antonio",2024-07-09,553.05,"none",0,44.24,597.29
618,378,"Dallas",2024-08-01,636.28,"loyalty",63.63,50.9,623.55
619,490,"Austin",2024-01-30,223.94,"loyalty",22.39,17.92,219.47
620,23,"Dallas",2024-09-23,564,"sale",56.4,45.12,552.72
621,452,"Houston",2024-08-12,260.49,"sale",26.05,20.84,255.28
622,433,"Houston",2024-09-02,224.49,"none",0,17.96,242.45
623,388,"Houston",2024-04-18,973.95,"none",0,77.92,1051.87
624,189,"San Antonio",2024-05-11,312.58,"coupon",31.26,25.01,306.33
625,22,"Austin",2024-08-18,212.79,"coupon",21.28,17.02,208.53
626,183,"Fort Worth",2024-12-17,400,"loyalty",40,32,392
627,137,"Austin",2024-05-13,477.58,"none",0,38.21,515.79
628,426,"Houston",2024-03-13,1081.54,"none",0,86.52,1168.06
629,182,"San Antonio",2024-04-03,177.98,"none",0,14.24,192.22
630,153,"Fort Worth",2024-06-26,29.5,"none",0,2.36,31.86
631,380,"San Antonio",2024-05-31,485.99,"coupon",48.6,38.88,476.27
632,423,"Austin",2024-04-30,652.37,"coupon",65.24,52.19,639.32
633,229,"Austin",2024-05-10,583.81,"none",0,46.7,630.51
634,365,"San Antonio",2024-09-07,716.08,"loyalty",71.61,57.29,701.76
635,53,"Fort Worth",2024-11-11,311.07,"none",0,24.89,335.96
636,110,"Fort Worth",2024-06-20,163.74,"none",0,13.1,176.84
637,477,"Houston",2024-08-01,1924.75,"sale",192.48,153.98,1886.25
638,377,"Dallas",2024-07-01,47.37,"coupon",4.74,3.79,46.42
639,410,"Houston",2024-09-01,89.37,"coupon",8.94,7.15,87.58
640,209,"San Antonio",2024-09-08,501.93,"loyalty",50.19,40.15,491.89
641,297,"Houston",2024-02-09,410.37,"none",0,32.83,443.2
642,400,"Fort Worth",2024-02-11,1993.43,"sale",199.34,159.47,1953.56
643,445,"San Antonio",2024-12-07,173.97,"none",0,13.92,187.89
644,193,"Fort Worth",2024-06-03,228.97,"none",0,18.32,247.29
645,46,"Austin",2024-07-25,426,"sale",42.6,34.08,417.48
646,313,"Fort Worth",2024-12-15,534.48,"coupon",53.45,42.76,523.79
647,373,"San Antonio",2024-03-12,124.77,"sale",12.48,9.98,122.27
648,43,"Fort Worth",2024-03-22,409.77,"none",0,32.78,442.55
649,151,"Dallas",2024-08-15,461.5,"loyalty",46.15,36.92,452.27
650,308,"Houston",2024-11-01,279.87,"none",0,22.39,302.26
651,377,"Dallas",2024-10-22,230.37,"sale",23.04,18.43,225.76
652,459,"San Antonio",2024-02-25,1974.98,"sale",197.5,158,1935.48
653,238,"Dallas",2024-01-31,755,"sale",75.5,60.4,739.9
654,284,"Dallas",2024-10-12,1384.33,"none",0,110.75,1495.08
655,369,"Houston",2024-12-15,22.79,"none",0,1.82,24.61
656,429,"Austin",2024-08-14,45.58,"coupon",4.56,3.65,44.67
657,455,"Houston",2024-06-09,475.58,"none",0,38.05,513.63
658,29,"Fort Worth",2024-08-31,2110.87,"coupon",211.09,168.87,2068.65
659,252,"Houston",2024-11-14,92.35,"none",0,7.39,99.74
660,176,"San Antonio",2024-07-02,16.5,"coupon",1.65,1.32,16.17
661,423,"Fort Worth",2024-07-12,286.58,"none",0,22.93,309.51
662,404,"Houston",2024-10-09,479.58,"none",0,38.37,517.95
663,59,"Dallas",2024-05-15,667.35,"coupon",66.74,53.39,654
664,357,"San Antonio",2024-12-10,447,"none",0,35.76,482.76
665,118,"San Antonio",2024-01-13,10,"none",0,0.8,10.8
666,38,"Austin",2024-05-03,408.49,"coupon",40.85,32.68,400.32
667,468,"Fort Worth",2024-02-19,254.06,"loyalty",25.41,20.32,248.97
668,79,"Dallas",2024-05-03,989.35,"loyalty",98.94,79.15,969.56
669,324,"Austin",2024-06-25,521.99,"loyalty",52.2,41.76,511.55
670,87,"Dallas",2024-10-04,451.34,"none",0,36.11,487.45
671,11,"San Antonio",2024-10-18,222.92,"none",0,17.83,240.75
672,261,"Austin",2024-06-01,729.48,"none",0,58.36,787.84
673,44,"Houston",2024-01-11,915.44,"coupon",91.54,73.24,897.14
674,142,"San Antonio",2024-12-09,439.5,"none",0,35.16,474.66
675,211,"Dallas",2024-12-01,1002.79,"none",0,80.22,1083.01
676,294,"San Antonio",2024-08-12,63.76,"none",0,5.1,68.86
677,404,"Austin",2024-12-02,193.98,"loyalty",19.4,15.52,190.1
678,101,"San Antonio",2024-08-17,160.35,"sale",16.04,12.83,157.14
679,230,"San Antonio",2024-02-16,383.89,"none",0,30.71,414.6
680,225,"Dallas",2024-02-22,283.91,"loyalty",28.39,22.71,278.23
681,367,"Dallas",2024-09-06,447.97,"loyalty",44.8,35.84,439.01
682,358,"Austin",2024-12-03,1508.5,"none",0,120.68,1629.18
683,416,"Fort Worth",2024-02-25,263.96,"sale",26.4,21.12,258.68
684,444,"Dallas",2024-11-19,182.16,"sale",18.22,14.57,178.51
685,477,"Dallas",2024-06-13,871.16,"none",0,69.69,940.85
686,276,"Houston",2024-01-18,17,"coupon",1.7,1.36,16.66
687,262,"Austin",2024-10-28,695.96,"none",0,55.68,751.64
688,86,"Austin",2024-12-19,455.99,"sale",45.6,36.48,446.87
689,240,"San Antonio",2024-10-22,522.29,"none",0,41.78,564.07
690,127,"Fort Worth",2024-04-18,652.49,"sale",65.25,52.2,639.44
691,20,"Austin",2024-03-13,12,"none",0,0.96,12.96
692,318,"Houston",2024-03-14,229.96,"none",0,18.4,248.36
693,270,"Dallas",2024-05-07,187.98,"none",0,15.04,203.02
694,71,"Fort Worth",2024-03-23,328,"loyalty",32.8,26.24,321.44
695,142,"Fort Worth",2024-03-01,363.85,"coupon",36.39,29.11,356.57
696,292,"Fort Worth",2024-02-03,67.5,"sale",6.75,5.4,66.15
697,83,"Fort Worth",2024-08-19,374.56,"none",0,29.96,404.52
698,49,"San Antonio",2024-10-14,412.37,"sale",41.24,32.99,404.12
699,215,"Austin",2024-01-22,340.72,"coupon",34.07,27.26,333.91
700,178,"Houston",2024-01-31,89.97,"sale",9,7.2,88.17
701,423,"San Antonio",2024-01-02,713.24,"loyalty",71.32,57.06,698.98
702,131,"Houston",2024-02-22,179.16,"coupon",17.92,14.33,175.57
703,12,"Austin",2024-12-06,162.65,"none",0,13.01,175.66
704,432,"Fort Worth",2024-02-29,1765.13,"coupon",176.51,141.21,1729.83
705,168,"Fort Worth",2024-12-27,700.98,"none",0,56.08,757.06
706,316,"San Antonio",2024-09-14,189.58,"sale",18.96,15.17,185.79
707,274,"Houston",2024-04-28,406.98,"sale",40.7,32.56,398.84
708,189,"Austin",2024-04-30,243.49,"sale",24.35,19.48,238.62
709,93,"Fort Worth",2024-10-11,2200.79,"sale",220.08,176.06,2156.77
710,215,"San Antonio",2024-07-01,185,"loyalty",18.5,14.8,181.3
711,316,"Dallas",2024-06-30,1638.5,"sale",163.85,131.08,1605.73
712,261,"Houston",2024-04-07,229.98,"loyalty",23,18.4,225.38
713,330,"Houston",2024-12-06,1165.64,"loyalty",116.56,93.25,1142.33
714,365,"Fort Worth",2024-09-04,385.37,"none",0,30.83,416.2
715,244,"Dallas",2024-09-16,8.99,"none",0,0.72,9.71
716,193,"Fort Worth",2024-04-13,549.99,"sale",55,44,538.99
717,4,"Austin",2024-07-31,734,"none",0,58.72,792.72
718,2,"Austin",2024-12-15,80.97,"none",0,6.48,87.45
719,498,"Fort Worth",2024-01-14,594.97,"coupon",59.5,47.6,583.07
720,54,"Houston",2024-07-05,327.55,"loyalty",32.75,26.2,321
721,210,"Fort Worth",2024-11-10,1185.54,"sale",118.55,94.84,1161.83
722,359,"Dallas",2024-04-11,1349.72,"none",0,107.98,1457.7
723,372,"Austin",2024-05-12,741.37,"loyalty",74.14,59.31,726.54
724,436,"Dallas",2024-12-01,32.97,"sale",3.3,2.64,32.31
725,304,"Houston",2024-01-30,171.93,"sale",17.19,13.75,168.49
726,379,"San Antonio",2024-07-06,214.5,"sale",21.45,17.16,210.21
727,424,"Houston",2024-06-02,537,"coupon",53.7,42.96,526.26
728,307,"San Antonio",2024-02-27,654.37,"none",0,52.35,706.72
729,397,"Austin",2024-06-13,599.74,"none",0,47.98,647.72
730,12,"Houston",2024-03-03,330.96,"none",0,26.48,357.44
731,209,"Fort Worth",2024-11-09,241.98,"loyalty",24.2,19.36,237.14
732,438,"Austin",2024-09-08,605.94,"coupon",60.59,48.48,593.83
733,324,"Houston",2024-02-14,660.16,"sale",66.02,52.81,646.95
734,463,"Fort Worth",2024-02-13,51.98,"loyalty",5.2,4.16,50.94
735,87,"Fort Worth",2024-04-15,50.99,"sale",5.1,4.08,49.97
736,158,"San Antonio",2024-12-10,875.23,"loyalty",87.52,70.02,857.73
737,403,"Dallas",2024-12-06,27,"coupon",2.7,2.16,26.46
738,495,"Fort Worth",2024-03-07,520.75,"coupon",52.08,41.66,510.33
739,162,"Fort Worth",2024-11-30,1292.45,"coupon",129.24,103.4,1266.61
740,1,"Fort Worth",2024-01-25,549.96,"sale",55,44,538.96
741,497,"Houston",2024-11-17,902,"none",0,72.16,974.16
742,75,"Fort Worth",2024-01-22,161.97,"none",0,12.96,174.93
743,25,"Austin",2024-12-14,222.96,"none",0,17.84,240.8
744,299,"Houston",2024-02-28,221.35,"none",0,17.71,239.06
745,161,"Houston",2024-07-31,52.5,"sale",5.25,4.2,51.45
746,264,"Houston",2024-09-17,57.97,"coupon",5.8,4.64,56.81
747,398,"Fort Worth",2024-04-12,297.91,"none",0,23.83,321.74
748,35,"San Antonio",2024-01-10,50.97,"none",0,4.08,55.05
749,348,"Fort Worth",2024-09-17,35,"none",0,2.8,37.8
750,475,"Dallas",2024-04-24,607.16,"loyalty",60.72,48.57,595.01
751,139,"Fort Worth",2024-11-08,49,"coupon",4.9,3.92,48.02
752,125,"Fort Worth",2024-06-21,35,"none",0,2.8,37.8
753,80,"San Antonio",2024-12-29,952.86,"none",0,76.23,1029.09
754,36,"San Antonio",2024-01-29,307.78,"loyalty",30.78,24.62,301.62
755,279,"Fort Worth",2024-01-10,181.5,"none",0,14.52,196.02
756,245,"Austin",2024-07-29,359.29,"loyalty",35.93,28.74,352.1
757,248,"Fort Worth",2024-08-10,153.79,"none",0,12.3,166.09
758,445,"Austin",2024-01-02,213.57,"sale",21.36,17.09,209.3
759,19,"Austin",2024-09-29,2992.19,"coupon",299.22,239.38,2932.35
760,102,"Fort Worth",2024-01-18,413,"loyalty",41.3,33.04,404.74
761,257,"San Antonio",2024-06-24,209.37,"coupon",20.94,16.75,205.18
762,119,"Houston",2024-12-09,207.48,"none",0,16.6,224.08
763,288,"Houston",2024-01-22,1384.37,"coupon",138.44,110.75,1356.68
764,242,"Austin",2024-12-15,728.25,"none",0,58.26,786.51
765,285,"Austin",2024-10-09,224.53,"coupon",22.45,17.96,220.04
766,73,"Fort Worth",2024-11-07,134.43,"loyalty",13.44,10.75,131.74
